4390,MO,Audrey Ceaser,rSEcD1e9NEXP4bAGWdsdTGOK3vzSd6wEzxHRsPl87klZjmSqO7bOEj9LPERV258xzI4V6635XaGokdkbAVOfxLOgEMKF7wD5MfGxNBQSjfx03TehiQy3iz8VKZ2uJxBL3arQV2Y8nlDTKg4qukA1E8UG2dyhO6ouv8op52PaF5EaqQNtwOwPH4ijFNEyaeemjlOLntA,1987-07-09,10:3:55,2013-10-11 6:47:26,82.1055412113,P7Y1M23DT7H17M18S,P7Y1M10DT9H19M5S,true
62045,NH,Steve Linquist,FooMbX3LOdGkbkw2Dfa8lwXWrIbdKrtgS68BuJxCeiZRRpau3c7c8jeWjqrSAZDIOCOEogKCVhDypZqzy21f5l9omqLadevnshH2GwUPxtTvCDIN2quGHku0CMGwAeJvCljeXXrKSr0uTN0wvQpRrylVaWsKSHsSB8SNAY8cTLwGaAwXQ3IlD1c4SsmCGzNERonMx4ju1SY,2004-07-11,21:35:18,1987-06-01 20:41:33,56.7793353994,P15Y11M15DT6H59M2S,P18Y6M20DT7H24M20S,false
23508,VA,John Williams,nDOtzgiaMsvj9mpkdHNtBTlq3yAyVx8578AqLSpsf4CCAHuFUvjaA3V0WTOpLfB7fLkGsgFoouUraNFRzLz6AMZzfJKyC7mNwF5SJGBpFmPceV2ZEkWmNIrG,1970-08-16,13:7:5,2007-12-19 1:11:4,16.2635380369,P14Y1M11DT6H58M50S,P23Y2M13DT2H27M5S,false
7439,FL,Harold Brown,RT861n22tShvwh9jJJ3EpQIWnZ7Zyv21ZCBe8htiBmJmZMIWfTywBZvasXC7Fnm9FS32e2zIlx8ycvWFyqmtJRt1fPKqMrZ9hgEdDzIIDnVcpAotH34wQkrbnxVHWAG6UqVZMB,1998-11-16,22:16:5,1978-06-28 22:56:32,13.6552880092,P3Y9M23DT3H3M36S,P17Y5M29DT7H46M37S,true
39956,ND,Richard Bednarczyk,kUWDmywXLBDgGS7Q2Llr1RWbZMb9yLSI3KelRG6MCK5DGIIeVBPOsDs8NNJBbVYSMe6GcIvzS8WAS34AfKILhXtA8h9qbRqmiSJARIxWSIByuG0lsBXTefuZu0BZDdaFwpy1PaHe92HWUrmelUccko51L9kGWYxdip8iiKGLBKOvzBQ1CT05sD57V5xkGc3H0D1i2QpCzge7VEecil8WedmQdJZRJYSedctYi2I7fL0SnmqC,1954-02-28,2:23:53,1962-10-27 5:14:41,42.2406194815,P13Y2M7DT4H4M16S,P5Y2M21DT4H20M20S,false
9065,IA,Gloria Peak,oKexnYX3gEhZ0MfVdZx4jaI3UjECdTcbptss9dG5HuiI9BNiggpLCwiD2XSWXkj7lG0yx3A2xxudkVKbVwbmXi2VAN88QpB9wJReV4zdveNQdzLa4qbFGhOympzoLdVHI0MUggGHVaicuePGT3Ui0,1944-02-04,22:40:2,1984-10-09 17:53:2,10.0961774607,P15Y3M4DT3H40M28S,P6Y2M31DT9H37M46S,true
22475,WY,Walter Lund,g2oUFMoe3Y6Apudv2PCNSVD971qepwyBkdC0PdbFqBqx4CjqRFCGmY93GzRs3h2jyspzh50s8PJEdKwtsxPJZRC2Nd0JTDQyebZQZvmR9Bww67YuParMfTfmiOMwXTlPtgr86rgMrRPxoEyqyaKcSvesBI,2016-04-09,7:24:41,1969-11-21 13:38:3,45.3993761052,P25Y7M6DT6H39M42S,P16Y6M25DT7H59M43S,true
39967,WA,Victor Wedge,3wrpyNkgFqsaYmjv2dV7zdDy8bNuwIcoenTtFhL8gSEKWLl1Y6P5of8MPflRvbD78RUNCI5uCGaRix4vvXgJF6vSdUxhgqYAH23MEeOt23BPM2IqMzz8KV8rf2RpcW70yG4pGZyxNYVUFnDCcKy1lqagkaoIbDaI2xQDGky3qyjSsPtgxYRVGof4Q2eBnY50bYKbzSdS4dqjP1qg28bqYpv9U1eKjEuYHEIQ,1969-02-25,19:38:37,1968-03-05 12:36:44,1.82123237193,P7Y10M15DT6H48M48S,P21Y11M23DT8H28M17S,false
26199,NJ,Ryan Kang,QOyw88pVuOQcoeLVKHB6dMPtETnaeM23Kxq4XtuWZ9HmjgS7nk4xo9BNNzjQoyl9AFLn4X4QcYUF5OxRwAbMtV9dkHHWJhTIIJA22NryZCRiGfiUxqKwRHd5,1942-11-05,9:9:28,1941-01-18 1:6:19,33.671063156,P22Y10M21DT8H33M18S,P11Y9M23DT2H28M33S,false
46033,AL,Peter Parham,dBuGtq9OZyDcH3WRFgjhzGSdegk2hAWFvXR7Rsm0bO3XfWylMFS15vVrLaQ9ErPlc76XaCs9JeFPByzkvMVW0v0PZlv08Z5Ix37COYNpiRq4UoK0cwpcRIbVwB3jbYStxmAVXb7YszifwvEYvH55SruujBI78Q3Oi6Z88mHxpnWHOQraE0G3eUQy88lSQ4bTC5nEFiNP,1957-08-29,5:49:1,2016-05-17 12:15:36,99.0769145985,P1Y4M3DT12H51M55S,P7Y10M24DT10H54M38S,true
25245,IL,William Mcknight,3tfG,2010-05-12,5:56:25,2013-11-02 22:25:17,20.4775220337,P5Y4M3DT5H7M40S,P9Y3M10DT1H39M18S,true
19717,AK,Opal Roseberry,tNhVJpv4LxJzvj9u5gHVtMnOmlbNcn0BGUxWstg8JUdPuBpJwZUPjp1iqy3uXwoYmWpbSgea9sOT8PNYBllXfD6GexkHuCEJuCBqRLSfI4Ui9C8B9dlFak9tYf,1976-08-24,14:29:45,2012-06-01 5:57:1,23.1396461853,P6Y9M3DT12H37M29S,P9Y6M11DT7H37M52S,false
3060,KY,Tania Blake,DcZ0uiJIww5dfdUfzmO7iguhOyITGMWYooa8gtmvBlbqrC51Pv74WzCz7qQwIQC8mtorUftBiGM24FtMQr9xQuGbwIDPxpYYkSMeerkeq7MkZI1zN30U3DxYUeKvT9NWNMOMRe7phZObyWDKV1dkK156X6FFALblpYzbGrcvlTS9IP61O1gf2DhPOGrFH0ePX5DplMTLqUOZKh8iQDlN5Jtaalgoe9VgpZSDwU,1962-12-01,22:2:52,2014-07-12 2:58:47,42.9146719054,P14Y1M17DT7H30M16S,P4Y10M16DT11H43M30S,true
6854,LA,William Burk,5krBT7wj8BkoiRUWV9HjkyIT1DRpPj6bNixK15g4gs9IEsKc5myCyzMKQk5k1,1952-05-20,14:3:36,1998-03-04 17:21:23,92.361123818,P13Y8M14DT9H59M40S,P21Y2M7DT8H17M52S,true
23218,MO,Sharyn Huston,uKqf5fcqEnIFkpVzQK93N7wN7w3NmzogETITSEF4O0jtrM5qqst6awsU45f5uoSijv3O1EBVHSAyXZHztPmwYcKNGE1hdCvq49FvuKnliamtQ8rCuKrzqbpb5MZC3m3GR3tJRdg0zXHnK9yWzroUy3AuNWW18CHyh53hLh3UUKy8v9JSawStgOBxs9tiPKlVLqKjYcHap6LJPygdIUKDCtk6heKlJY,2013-08-11,4:13:56,1974-08-19 2:55:55,57.2704080169,P19Y1M5DT4H55M13S,P27Y12M31DT7H47M28S,false
24790,WI,Dorothy Foster,0Ib166iOZcQfA7wZhvPmgpHMDmIXyqZGbo7OsTBCwHViXkzAmWk863JkjVfzDPpsa8NS6PNCJSX1SCjthYSlYs3H38xccVaKpaSOV6f9XOK7XMsutSuh2eQD81nbr4d0p3MI2SpqRAtpc6pDLabMMg6qJd0NOz21iaOtx2HoVdnYebbY3qG7OZhlrCvdtLabe6Rz58,1960-08-21,15:50:35,1991-12-18 8:20:1,19.1322891052,P11Y11M15DT9H59M34S,P11Y2M23DT12H55M47S,false
52391,PA,Bettye Mace,X5fpjF7JjJh2tV8QEXtTzkaVPzZc2TZ4Tbbi8faL1hdrLdZfelOU0jNrf9s3zzj56Zl7mjoxRRY9UsaFMU8FP1lGHkOZNEqCRWgvNvUmMocYfwsxSnWbuCPDgV3RFvC7G58rIS1cowisRqLghIXlI2WwT0KyU,1960-01-22,10:42:39,1989-12-09 20:19:44,85.6494591092,P17Y6M10DT6H40M14S,P6Y9M23DT11H35M5S,false
1,DE,Alvina Jenkins,f9MqJlnNettlCVGcShifgMgnzL5FrZmHysoMBe6kDtA,1987-11-29,2:31:27,2012-04-16 15:4:26,54.6365300483,P17Y4M14DT4H30M21S,P3Y3M2DT9H59M37S,false
2487,OR,Christopher Thielen,9X4FAdxHMsDvB09uy9yZKNfqToPPULsHJohUTHwzVtCMpUV07gUl2x2krMnNxBPSMaH2E20D3LB1Im5DDlrmP5rtvQMW7ZXo6NtNODOMHPVPFtW3tAFQB6IQurcnxJypverPJgSIF0AtYBxLVqVU4LQfdG886KmAs813Ql35H6y8YVzMXUAFQjgzhOYu6CqzlO6noLc7nVfh2U4sfAFpqCG8Pj3VYTSdMMWzmzEw2kpZapxEwHBqOGPlYnOi0t,2004-03-07,12:24:58,1964-08-21 2:48:52,47.9723490971,P25Y1M21DT1H40M51S,P25Y3M15DT9H59M26S,false
18966,OR,Lily Hughes,kvi3YrPS9,1970-08-04,11:28:41,1942-06-27 20:28:14,15.7526333224,P7Y7M1DT5H39M21S,P14Y2M25DT1H29M19S,false
20275,WA,Kerry Shor,OejZzdC6vcxNG0R46WMPrAF184ElsGbaOsXa,1964-02-29,4:19:56,1992-11-18 17:52:39,84.5218203662,P13Y2M26DT1H6M7S,P18Y3M29DT7H21M58S,true
9089,IN,Scott Neville,rwqTVzYwRobg6I1vKBzKa8LRJ2RpixwfqPPK1UAOAovo7TnMrBlx3yhSXVFOdzRlJMITn1R3HA7FxUCA,2008-07-10,7:30:34,1953-01-20 3:2:34,25.248928707,P25Y9M1DT2H49M45S,P2Y1M23DT12H24M55S,false
4907,DE,Phyllis Arnette,Xji7HCeaWV64yGjOHcGxEcKmccKLzp9DCIYVLxNrjsLpjje8s4akJlLn9mF8FTKLWBC1Kh6s8Iwr3UV9A6hWGhv0aqarCpcSKEMxZMklLQTJA5zNBUAIkDIPiAgBIAtIVIMY1LG8X9kN7PZJnwMDCkyXQAAB463uzPaJ0DnixTOA,2002-03-06,10:48:43,1962-09-01 20:39:51,97.3819802308,P28Y6M20DT1H6M25S,P23Y3M1DT6H50M51S,true
26037,ID,Earle Fitzpatrick,7xJaxaqAPY0c3HRLdhb0TU05By8XYnp8OC0z7WKQ95RHPQZt8L9rIn1m840AsUrKIkwK,1992-02-07,18:19:13,1994-06-14 16:56:42,60.8247473516,P12Y7M27DT5H41M28S,P14Y5M2DT5H44M43S,false
37895,TN,Leta Jones,84e17LWZ,2000-05-28,16:7:43,1976-05-25 2:31:10,45.0225390493,P12Y5M21DT3H22M6S,P29Y6M3DT7H43M17S,false
61600,FL,Linda Soto,8J3jMyBBvJNFge7OLchTTQx84HnGcQWAnyRIKsIdbM5WuuBrwCo7kZZJZn8Xwe9GQZbVJCOFjYDw4jX0C9ewhVnJ8pEbigyETxxEs6alIi0hg5IWzi1VLPYN7nkYImlkACFcbVd8Dx60TFt0kryUtAGnWeBT8KAjUgKA4t09ENpq,2014-07-05,2:28:1,1968-05-14 10:55:42,62.8223025331,P18Y8M6DT12H42M36S,P3Y4M31DT5H18M40S,false
7311,NC,John Pyne,ToaH5mpWTIkhleR33GRU6Rqzz9OF3bGm0cRgmVhMDi4yElLjtjICsnbzT0xB0NO2dkb7Hw8km5fgHUkzQV4SPjEVCZgfUTiEXdkW9EtUQ6BA8C8w4L0uFcxdwjYKHovqsub5rzkqVxA72anZqyfq9RwI2dmgRoz9aoo41uvnk4JeYQg5qlEztnd0X61CQ1ECHbQi9qO8yuzD59zBWq2NwrK0RVqjZdxHjZPkLNkQi7GZz4PWfZyceXjE,2005-04-30,22:41:48,1995-09-10 22:48:23,64.6164761506,P27Y8M27DT10H16M12S,P13Y4M12DT10H26M4S,false
27815,GA,Leonard Boerger,uBWqm9CkSwruSjNOG4lHoKTdUIcLmk0PdR,1955-10-09,13:22:44,1966-11-17 9:15:48,98.4053579468,P4Y2M17DT1H53M2S,P18Y3M21DT4H6M28S,true
25405,PA,Janet Hardin,s7aU9ZYo6TpXOfETZGkQGw4WWC08jZInLphZPVe5xNcZVXuT3YCujnbxPOWh5cfX5TFjNAyMvQe3ANsDGTwqnbuT6cJNIPTPi8ECcMNQpxM4lNEkjEfWstzgvdkBN5bXjzuIVgjtK8Kw1GSuRYPGHqDIbGLFMyIHiOHTkvTJlDKyKgjin,1950-10-25,13:54:23,1960-08-03 21:49:45,58.6587094098,P19Y2M9DT9H33M37S,P9Y11M14DT5H8M40S,true
45599,AZ,Christopher Vincente,U7D5tBMaXZ0pz8bHzs1yCLmhD,1976-04-20,5:28:15,1949-02-14 19:34:31,96.9970893105,P27Y10M3DT9H5M26S,P1Y7M29DT3H46M48S,true
39216,ND,Mark Arney,xWJgDn3Nr9aNTF0yejcV2dcLo8aseFgHrSWSZB04km7HnmCyaZODxfiLhOjhq0FeqogAUY73Y0NMiKTOkq7JyDQm6uDsNOEdhH9aypkyDdxrc062,1975-05-01,6:34:46,1973-07-10 21:7:44,96.4956618591,P27Y4M14DT8H8M34S,P2Y5M7DT1H32M27S,true
27177,FL,Lincoln Maxham,ea9fPwkgi6b,1969-01-31,16:9:51,1975-11-05 2:38:53,12.8130873232,P17Y2M7DT6H11M17S,P7Y6M8DT11H2M9S,true
5748,FL,Mike Wild,xGOQHkulFjEtb5Bu4hrhn22Y4JlCtoO3ND3JPsewtGZY6vPPMNOr5uUzmxlkslCddmz5qZaZSGayz,1982-10-04,21:36:36,2002-11-04 15:53:7,87.3945358023,P14Y1M14DT12H41M40S,P4Y5M18DT12H21M32S,false
14892,SC,Michael Celestin,tRSi8z4AZ31ZVhRtu1N0ECV00NjnvlPD2yEnnaAj9NMcp9HWiVShx549D56PMjSkek12bB9HZWEuTq30FpPsR4KmRaL7eDxFuRVqQNurllUKdm9QC9Sw7MWO9d6W6mxkK2I6aU1AazB5ZR6kgbmBpETgDI8uQPLelub2KbehKdsydFUwaH6Q2vucgY2WWuA3irPY0jDkZgZnc7KK8n6GcBjh1sd9YzFIwgsQcCcZKbwUz,2004-08-19,7:10:34,1948-04-06 15:38:35,22.4156772833,P30Y2M31DT6H45M11S,P13Y4M18DT11H10M48S,false
26418,FL,Frank Jackson,HaKyA8M8xn0doi1oyHMvFMtZe9fQWiZ,1943-02-08,3:23:40,2012-05-07 14:37:37,30.4042006104,P21Y1M4DT2H33M41S,P27Y1M25DT4H19M50S,true
55960,NM,Erica Sanchez,CmdUwJNrGxiJEDOD4hh9INNX7CMlO7lAcQEvTW4gI1DjS2uJ7bWtcqaRqH7Hyr6njxcw0Y5ZQ,1958-12-05,7:5:41,1996-05-01 9:48:41,30.7814874018,P1Y12M9DT3H17M11S,P1Y5M19DT2H52M21S,true
23689,NV,Amy Jordan,i7FKgJ7KaAsjGLWRhmgHKqTxwvGQfnVUnfi9mk4usMF,2001-12-31,15:38:38,1987-06-27 1:57:14,82.5691906121,P17Y8M16DT5H1M10S,P13Y6M5DT1H4M45S,true
16248,NV,Leroy Smith,PDyAR305NZDVM2j3QCHktcO9CHLWwQJrmH0jNu5AiPYTWalQZQIoD1teY5qkoTdKi6WLExRL4qhYuYgc4ex5NkDsYG1qnso1obPIKAegVdKyks98cH2mZm3rdP7FWWKbZtaJsLbTGYB12fPuAUtUgTQvZQ,1988-05-10,1:16:32,1991-05-08 14:9:41,28.9742771433,P10Y5M12DT7H27M55S,P17Y12M2DT1H6M14S,false
63958,WI,Edward Cooley,dUbRZRf3Rt2F2XvlolPhQJwzix8GGRq4OtDKftKuS3e1l2I5toYmrahg6Xe,1991-08-23,10:41:31,1984-06-17 2:12:21,81.8158666659,P11Y8M19DT8H23M5S,P5Y10M23DT2H2M24S,false
,NY,Delma King,nEnl0gjP4uywv99JPyec,1978-03-17,5:26:54,1986-11-26 15:49:40,40.8402792383,P2Y6M13DT9H13M20S,P8Y8M10DT4H40M53S,true
58421,WY,Shane Weissman,smKfDfNRCgPEf6GjMvTHM8kbbJ69PlbAFSV0T30TteIz8KnB83rvhfpq4hoqPa9tsQ6OcFoXUGtqaMee9Qq8nTE7zKCcewHYpCrx9DhYQ7bJMAfigAlZsaePoQF15038aPizUG6XuF1jqGMqMwe0ktLc,1949-04-15,20:56:43,2013-10-10 19:15:54,20.4796324617,P16Y5M26DT2H14M29S,P6Y9M9DT5H8M29S,true
46683,MO,Georgina Walker,MudCuOoO0kCgdiRm8UQ0meln8KqgkQORXTYaDGxRndVYYFnSK3sMybuD2LzSblKxz7wlAgQ2J5oem7beVwsODNZnDfHEYf9ej06j5gKGGNQUrUhdbCglB1aunAgnGsHLBDeWQjW4riBpHcXSUmRl5tpev0rUG8wWA8zw1N3elFzXAFuNiezSgWw7fL8Yfdet6x9M927OHmhrBwsPG3UMLX0fpc2rLuo4SZRfQ1NV24MtASapY1kh1v1,1992-10-11,22:11:25,1972-08-26 13:13:54,93.9983239244,P4Y1M28DT7H55M50S,P11Y7M24DT8H48M3S,false
48538,LA,George Calhoun,xqFNNgXtQ2sqlRHuAJArNGjg4IGDfrViFNSkS6Nc24brer0SMd7XBu0Okfs1P1N7jPVQKvWUOgbKQaWWfmPAAMk00S1oR6,1997-02-21,2:16:9,1996-11-26 2:28:7,65.6706735921,P21Y2M5DT9H46M44S,P24Y7M10DT2H58M3S,false
21334,TX,Daniel Perez,0o6njKm3ncszLfzXSXu2IqKrn1YNsucfuUxx5IIZKAPD5XBmzm98TqV0uKmpRvnV8tXhf8I03Tbeuft4tO5OTUiHyRBaPVn26oLC8Xp7oMoR51oTkvNweDAWGEniC3qVvmUFISXnUrZi5JOJrjJjdealq36hGFzQbGjBECKlqe174tI5Kz8KHvtvfIoIsTg9CdvMmBlgTDsopU9sozTK87M7IjRusBEJsf7rY44RNlr48TfoioGeL495wjUymM,2012-01-05,5:12:20,2007-04-17 18:56:18,43.0712858051,P23Y3M26DT8H9M44S,P12Y2M29DT8H4M5S,false
18945,OH,Steve Sylvester,y5q9rlNTFgi3kqtg7AgkvZE7vtiDA3bJKaytZc4YiTe5RCZlmzbEAoAQOJzGpgcOltcITQp8UXsH9eh2CgU6I2z9hiGKAhaM0MisEUAOda45WWrY7hjKa1X0oKFE9ZtiB8uS6XuGT,1996-12-26,9:46:27,2006-05-20 17:25:4,67.1359035703,P11Y3M12DT8H10M12S,P8Y11M6DT11H44M19S,false
17653,TN,Jimmy Fisher,z0bPdGv5EaPGvNmzpcAV8FXVaD38jgOi062mdllidyQTcVQQSGTBnvdD59sdITPd2j3n7GlD0wJ0D0J5JgQODyV4bLbHv7seqmnEz1G0yUJyKfQN4hjo1ChZ33JCuAuaVmD1PFacOxeCgRhfDevXhFfL7Dwe,2012-04-15,3:45:19,1941-05-29 20:47:9,36.8182999691,P19Y4M12DT12H54M38S,P2Y3M8DT4H18M52S,false
29288,OR,Madeleine Noble,CM9ew6Q7l6TmzRyA7462jQv8NxtiH4Fv7UOiFUOZQFe97P6M82iEmjrhgIBvK1zwDp3u4CWBVdjbQOp4RpG2HjMcWnqbQbY0y1FKzups,2016-03-02,16:18:5,1980-11-22 1:50:5,55.9695619517,P7Y5M4DT8H20M29S,P16Y6M31DT6H55M19S,true
13675,TN,Jesse Culbertson,YMjnOptfWTgBDKg9vZ6PUmpAAWeiVpoHWVtVQfBiAzqgvXfRJ1fcD0QpBve2LljHbO6PCvIkedHtXONgxWz75bPN16rzv71h9Lud1lvBQBYBvSTrVLlPxOgh4spfSUjd39DLoHI5V3BPtJlP7FS8irvOgiIqACRhA2XtQdVguRYYVGpso00qdZ8wBjw0yCVcmAMTKTTRTppe9NRfJFXCP7gU0EgfstxnLdmlHSmMI3vFkHJAa,1989-11-30,7:31:1,1985-02-05 6:49:47,41.7625758979,P15Y6M16DT8H39M17S,P17Y6M4DT5H52M21S,false
2290,MA,Armando Paulino,DfAhZT2qMRC58xJf96dtUD3lar5OKxoKa0M7gaVEsif7KFE6xlSh0RfVywm7sWeD7AFV0FdSBUfLOUwLoU6TmUSveplx3i7q51Ska3AZ8AZCoeZY95rYfPK9Smd5KUX2NuW7KgVIcT4cCMRqXopXmRBBMXrZBZ5hCiXcKGMUgUJMHfZSCIHynEsooKB9OO2YbjCO4HBYs7mMWJkmjMsv6EZfPTWbY3vS2aqCL2VbWxaq5NHFc2wi9xL3ZHXuK,1957-12-01,8:9:17,1949-02-15 6:31:13,67.2111643404,P4Y6M19DT7H45M8S,P16Y10M23DT8H42M4S,false
48373,OR,Gina Carlson,qNwSh2fADUFgVyjDBsUEJd61XbOpZqCqGFFIpf4obYc9qMaJPaGUUxa4ALSaErexPuLvdVFVQtyEyb8tKY050DG3UaDF9U1gHWk2k9n4OIiJQARTa0KgS9C,2001-02-04,6:3:4,1985-12-16 21:22:7,85.5057950321,P3Y5M31DT6H49M32S,P27Y2M10DT2H51M33S,false
5218,SD,Margaret Baird,oCcXrT6iIU5vQLkdaq80pMVJ9rGcblhl9LpqLCaLYVnrG8PCIuW3KJv5kozFirBHDeIsJCK3BcKjusjvuSAquVKAwsqFE4juo2ukTQ2JfHC7O7uyo0NNZKLZ1ck3DHln7yWmdnP,1969-08-11,12:34:21,2001-07-03 3:21:42,7.24025128561,P17Y7M27DT2H2M14S,P10Y1M14DT1H43M37S,true
40996,CO,John Desler,lwloazJFwrFhVR9,1973-06-12,7:24:3,1957-01-20 4:30:27,98.0992894275,P29Y3M14DT2H9M8S,P7Y3M25DT11H43M13S,false
53436,TX,Julie Webb,PFIvC2mwU3NCCpo755tWAEoYDztYoLvqe0P9uixe30NLhmSaTp96kJLe208PuchNpj6nl1INEWBMu5HFVc08cTJrnZE2mmZzYHYOiCGtSH22bmKXhuklKRo3QBFk55YmnrCZCetsDQ8cs6riHnyVXrZe7OsBhLSoQyTCAYl7hq1DWwaOiHRxFmThvIemVXIUzB9Bt,2016-02-17,9:53:32,2016-02-01 8:11:22,18.3169414034,P10Y11M10DT12H7M57S,P12Y10M12DT4H38M22S,false
