663,priscilla steinbeck,41,socialist,749.89,12829,
664,gabriella ichabod,34,republican,961.77,6095,2014-05-06 15:47:54
665,zach hernandez,69,democrat,9.36,460,2014-12-14 04:54:25
666,jessica ellison,38,independent,137.87,2460,2014-07-31 07:06:23
667,ethan ellison,47,republican,662.34,11158,2014-06-29 16:26:46
668,yuri underhill,20,green,567.34,5763,2014-08-23 07:16:05
669,ethan johnson,30,green,820.79,10723,2015-01-20 19:22:36
670,gabriella johnson,36,independent,897.4,19059,2014-08-17 15:17:49
671,david ellison,55,green,704.08,22803,2015-01-03 12:49:25
672,rachel thompson,30,republican,324.39,10810,2014-12-06 17:14:14
673,nick van buren,25,socialist,540.06,17014,2014-10-31 05:56:04
674,alice zipper,66,democrat,796.63,23145,2014-02-16 10:57:14
675,calvin davidson,35,republican,664.73,29098,2015-01-07 03:56:37
676,priscilla underhill,49,green,51.55,8450,2014-11-06 15:24:38
677,priscilla garcia,69,democrat,518.4,6585,2014-11-12 00:47:21
678,priscilla davidson,64,libertarian,34.38,7365,2014-10-20 06:33:55
679,mike thompson,68,republican,689.02,16920,2014-09-25 16:07:38
680,fred quirinius,27,socialist,768.7,20526,2014-03-02 01:43:11
681,xavier polk,72,democrat,626.5,4346,2014-12-23 17:13:57
682,rachel young,68,socialist,510.47,10943,2014-07-10 11:57:31
683,tom ichabod,51,libertarian,828.01,580,2014-11-25 17:42:14
684,quinn steinbeck,59,green,225.67,8901,2014-03-10 06:06:11
685,ulysses allen,37,independent,719.57,6166,2014-05-24 16:01:51
686,ethan van buren,55,libertarian,278.93,802,2015-02-07 21:41:55
687,zach ellison,33,socialist,784.71,15663,2014-08-06 08:35:08
688,xavier thompson,58,libertarian,133.96,7941,2014-08-22 04:24:46
689,tom ovid,69,libertarian,731.26,27142,2014-11-18 04:41:12
690,david davidson,41,socialist,756.67,5227,2014-05-16 18:27:51
691,ulysses nixon,65,libertarian,263.45,3829,2014-02-20 11:01:50
692,mike young,51,libertarian,924.68,29146,2014-04-28 17:04:15
693,calvin steinbeck,32,green,819.87,12654,2014-11-17 23:34:03
694,katie carson,40,socialist,412.1,13479,2014-09-29 04:34:40
695,gabriella zipper,41,republican,40.04,7780,2014-04-07 10:03:27
696,katie young,60,independent,900.15,11669,2014-06-03 19:54:50
697,xavier miller,59,libertarian,682.56,19109,2015-01-13 15:10:32
698,priscilla zipper,28,green,811.23,1147,2014-11-18 18:07:35
699,tom robinson,40,democrat,796.65,1078,2014-12-04 22:10:10
700,rachel laertes,76,libertarian,159.39,13987,2014-08-25 15:36:06
