313,ethan allen,46,libertarian,812.11,27275,2014-07-01 00:11:43
314,wendy ovid,25,independent,46.54,5487,2014-07-22 14:22:47
315,tom allen,53,socialist,-150.78,21814,2014-09-04 14:29:55
316,luke johnson,46,socialist,59.94,10261,2014-08-03 02:54:19
317,gabriella davidson,48,independent,311.07,7126,2014-07-08 09:32:21
318,david zipper,31,green,478.38,9918,2014-03-07 07:21:44
319,fred white,51,libertarian,686.15,29757,2014-10-01 12:25:02
320,alice miller,45,republican,610.2,29563,2014-11-18 04:06:51
321,zach ellison,29,independent,517.94,23699,2014-05-07 00:31:24
322,gabriella falkner,66,libertarian,35.99,9267,2014-12-17 18:19:30
323,wendy ellison,18,socialist,385.73,6479,2014-11-19 21:01:02
324,zach thompson,36,green,609.3,24990,2014-03-18 12:00:47
325,bob xylophone,47,republican,655.22,3664,2014-10-22 17:57:19
326,oscar van buren,67,libertarian,320.97,611,2014-05-26 08:04:59
327,rachel johnson,72,democrat,92.42,7381,2014-08-27 00:39:08
328,david davidson,63,democrat,345.96,16616,2014-09-07 16:36:19
329,ulysses laertes,53,democrat,151.08,26354,2014-11-15 04:46:38
330,holly xylophone,20,socialist,535.52,27730,2014-05-26 22:10:37
331,katie zipper,57,socialist,340.24,28579,2014-03-31 09:07:07
332,wendy quirinius,34,socialist,774.33,2511,2014-08-20 06:13:05
333,ulysses ichabod,27,democrat,865.82,19330,2014-04-20 18:03:36
334,,46,libertarian,933.3,9280,2014-12-30 00:43:25
335,holly quirinius,67,republican,818.91,589,2014-05-22 22:49:06
336,katie steinbeck,22,democrat,791.58,17832,2014-09-16 07:52:13
337,rachel carson,33,republican,317.18,2167,2014-03-09 12:48:39
338,katie ichabod,72,green,936.76,11863,2014-07-06 14:15:10
339,ethan falkner,34,republican,565.81,21476,2014-11-27 19:45:51
340,yuri zipper,61,independent,675.4,1493,2014-09-18 21:17:20
341,sarah davidson,71,green,23.1,19915,2015-01-29 01:35:52
342,bob polk,36,republican,778.11,15710,2015-01-21 00:34:07
343,victor davidson,45,socialist,72.9,8591,2014-09-29 10:13:03
344,victor brown,62,democrat,56.48,24718,2015-01-29 10:22:21
345,irene brown,75,green,522.92,9347,2014-07-29 13:48:52
346,holly thompson,52,independent,424.31,19543,2014-11-08 09:42:29
347,mike hernandez,71,green,172.79,26021,2014-02-26 04:32:09
348,calvin brown,69,socialist,63.99,29779,2014-04-08 17:24:09
349,sarah king,46,independent,799.18,22944,2014-08-23 14:15:35
350,luke nixon,74,democrat,418.62,27861,2014-05-30 08:15:25
351,wendy white,55,socialist,463.65,28173,2014-09-24 20:41:31
352,holly falkner,67,socialist,13.41,4043,2015-02-03 04:12:18
353,mike white,57,libertarian,702.02,17847,2014-12-16 06:42:45
354,sarah underhill,55,green,112.21,8372,2014-07-25 19:57:51
355,victor falkner,69,republican,147.02,8544,2014-03-08 20:36:08
356,quinn polk,66,independent,206.15,24117,2014-08-01 20:15:06
357,sarah xylophone,52,independent,576.81,29482,2014-11-26 00:45:38
358,calvin underhill,75,green,568.57,19605,2014-02-17 21:20:57
359,nick polk,39,socialist,485.45,6656,2014-05-20 05:57:17
360,tom thompson,44,socialist,79.58,7294,2014-08-19 13:02:57
361,mike ovid,25,socialist,613.14,22450,2014-12-23 01:53:35
362,ulysses robinson,44,independent,202.1,28803,2014-04-27 00:38:02
363,holly nixon,37,republican,638.85,15408,2014-10-07 21:52:05
364,zach xylophone,28,democrat,83.61,12797,2014-10-21 05:02:56
365,sarah quirinius,65,libertarian,469.19,14382,2014-11-16 16:43:46
366,holly ovid,44,socialist,959.15,18175,2014-08-13 14:57:07
367,nick garcia,58,independent,408.64,25622,2014-06-23 19:59:43
368,tom nixon,75,green,266.47,3377,2014-09-16 08:55:51
369,david garcia,73,democrat,480.71,11980,2014-08-12 18:19:43
370,xavier nixon,27,socialist,565.61,3260,2014-08-13 14:42:32
371,sarah ellison,65,democrat,408.35,4457,2014-06-04 07:20:43
372,sarah van buren,40,green,627.46,8725,2014-07-20 19:54:44
373,irene miller,38,republican,237.12,22189,2014-11-14 04:13:22
374,bob miller,54,republican,49.87,10741,2014-09-03 04:45:44
375,tom laertes,25,republican,387.23,29548,2014-11-19 23:10:35
376,holly steinbeck,70,republican,838.52,5831,2014-07-18 17:25:53
377,fred king,39,democrat,499.9,25585,2014-02-15 01:46:34
378,luke underhill,46,socialist,403.08,24395,2014-03-05 00:35:56
379,irene xylophone,66,,860.02,21216,2014-11-09 02:03:36
380,luke king,67,socialist,949.12,27981,2014-07-31 04:04:28
381,rachel quirinius,18,republican,349.5,3431,2015-01-26 05:34:03
382,mike ellison,52,democrat,860.85,7013,2014-10-19 03:58:55
383,mike ellison,71,independent,841.8,10915,2015-02-08 15:08:50
384,gabriella garcia,50,democrat,170.25,23359,2014-10-15 01:12:15
385,luke ichabod,41,green,76.69,24594,2014-04-30 21:54:08
386,oscar miller,40,democrat,881.29,13150,2014-03-03 13:56:46
387,yuri thompson,43,libertarian,350.91,15199,2014-04-28 08:33:56
388,sarah xylophone,32,democrat,783.7,6399,2014-03-18 05:48:23
389,nick van buren,64,independent,683.31,23531,2015-01-08 00:37:30
390,gabriella brown,70,republican,453.92,2306,2014-04-02 06:07:04
391,fred hernandez,34,libertarian,426.09,10925,2014-09-16 04:43:26
392,katie xylophone,63,republican,641.82,29963,2014-05-28 00:21:13
393,jessica underhill,21,socialist,924.25,5908,2015-01-01 18:48:09
394,alice ellison,48,socialist,902.21,14795,2014-04-27 01:57:44
395,zach allen,52,green,705.49,9174,2014-03-30 14:24:31
396,fred white,73,independent,610.21,24194,2014-10-26 04:54:13
397,yuri johnson,29,independent,609.14,14050,2014-08-10 23:27:51
398,irene brown,38,republican,839.7,12959,2014-11-20 12:46:20
399,fred miller,69,libertarian,136.09,22399,2014-08-20 00:23:33
400,alice white,71,democrat,662.84,8460,2015-02-01 23:26:17
401,tom king,50,republican,386.66,10411,2014-03-01 10:32:10
402,bob ellison,76,democrat,405.3,18594,2014-05-13 05:21:53
403,yuri polk,52,socialist,120.97,21728,2014-06-14 20:38:37
404,oscar thompson,40,democrat,163.82,26201,2014-08-13 07:01:58
405,nick king,50,green,458.38,13507,2014-05-25 13:49:01
406,irene thompson,28,socialist,338.18,3548,2014-09-23 11:05:59
407,priscilla polk,66,democrat,370.05,8979,2014-09-28 21:06:50
408,yuri hernandez,31,independent,164.21,8691,2015-01-13 08:33:37
409,fred steinbeck,19,democrat,611.1,17371,2014-08-04 18:56:07
410,zach white,59,libertarian,855.69,24272,2014-05-07 13:48:59
411,nick thompson,60,libertarian,896.73,21002,2014-06-21 12:46:49
412,yuri ovid,38,independent,304.87,2741,2014-08-10 06:11:32
413,wendy hernandez,32,republican,618.14,22481,2014-02-27 02:34:49
414,gabriella king,52,green,670.09,12775,2014-02-22 01:41:10
415,katie laertes,21,green,998.13,22224,2014-07-25 19:37:18
416,yuri laertes,42,green,147.92,19188,2014-04-06 02:12:35
417,quinn miller,24,green,439.54,23313,2014-09-15 21:05:11
418,sarah falkner,33,socialist,820.53,5949,2014-03-07 06:06:06
419,katie underhill,29,socialist,671.27,14925,2014-08-29 20:17:21
420,yuri carson,23,socialist,459.36,13667,2014-08-02 06:59:27
421,zach garcia,30,independent,750.04,15247,2014-07-04 15:01:43
422,quinn xylophone,35,republican,306.31,12478,2015-01-29 12:11:14
423,irene underhill,29,green,750.13,15704,2014-12-11 11:25:13
424,luke allen,47,green,134.6,28603,2014-10-18 14:13:46
425,ulysses king,33,republican,141.08,11336,2014-05-21 04:31:18
426,nick carson,48,independent,785.86,1697,2014-05-11 18:06:09
427,luke white,25,independent,100.5,821,2014-04-18 16:04:36
428,xavier brown,63,democrat,96.03,15623,2014-09-27 16:24:23
429,mike ovid,70,republican,878.9,27651,2014-05-05 12:16:28
430,wendy johnson,55,republican,852.81,1654,2014-03-14 09:08:09
431,alice young,48,independent,480.14,12701,2014-02-23 04:12:26
432,jessica king,70,republican,598.68,682,2014-04-28 08:28:41
433,bob davidson,50,socialist,356.1,4357,2014-11-11 15:18:17
434,zach davidson,75,independent,616.43,24383,2014-06-07 15:57:33
435,zach ichabod,42,libertarian,160.72,14721,2014-06-19 01:05:40
436,mike thompson,65,socialist,954.59,55,2014-07-19 03:07:52
437,sarah laertes,37,democrat,347.46,8457,2014-08-21 16:55:25
438,tom quirinius,22,libertarian,498.37,4923,2015-01-30 03:54:37
439,ulysses garcia,44,socialist,116.38,1602,2015-01-27 20:27:23
440,wendy ichabod,70,democrat,731.04,4078,2014-03-24 12:27:48
441,ulysses white,68,republican,873.07,13246,2015-01-24 11:49:38
442,mike nixon,50,republican,310.66,6982,2014-09-13 04:38:16
443,rachel thompson,45,socialist,510.13,18244,2014-02-27 17:30:56
444,calvin king,18,libertarian,990.15,27019,2014-04-25 17:34:23
445,zach king,52,libertarian,883.28,28898,2014-10-15 02:44:53
446,katie steinbeck,59,republican,802.45,12337,2014-05-13 22:56:02
447,xavier carson,33,socialist,355.17,20602,2014-05-10 08:25:10
448,holly ichabod,24,independent,118.87,25785,2014-03-22 07:25:33
449,holly allen,23,libertarian,109.47,28349,2014-03-17 21:16:54
450,mike laertes,67,socialist,953.25,2989,2014-11-25 13:26:41
